web-scraper-order,web-scraper-start-url,links,links-href,title,mileage,location,registeryear,fueltype,registeredcity,color,enginecapacity,assembly,bodytype,automatic,pages,pages-href,price
"1648913427-332","https://www.pakwheels.com/used-cars/search/-/","Suzuki Cultus  2008 EURO II for Sale","https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-abbottabad-6065956","Suzuki Cultus EURO II 2008","2,586 km","null","null","Petrol","Lahore","Maroon","1000 cc","null","null","null","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 8.5 lacs"
"1648913124-271","https://www.pakwheels.com/used-cars/search/-/","Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...","https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-sialkot-6065910","Honda City Aspire Prosmatec 1.5 i-VTEC 2020","28,000 km","null","null","Petrol","Lahore","White","1500 cc","null","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 32 lacs"
"1648913756-401","https://www.pakwheels.com/used-cars/search/-/","Changan Karvaan  2022 Plus for Sale","https://www.pakwheels.com/used-cars/changan-karvaan-2022-for-sale-in-karachi-6066012","Changan Karvaan Plus 2022","5 km","null","null","Petrol","Un-Registered","White","1000 cc","null","null","null","","","PKR 21.25 lacs"
"1648913325-312","https://www.pakwheels.com/used-cars/search/-/","Suzuki Alto  2009 VXR (CNG) for Sale","https://www.pakwheels.com/used-cars/suzuki-alto-2009-for-sale-in-karachi-6065944","Suzuki Alto VXR (CNG) 2009","100,000 km","null","null","Petrol","Karachi","Olive Green","1000 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 7.3 lacs"
"1648913807-412","https://www.pakwheels.com/used-cars/search/-/","Audi e-tron  2022 50 Quattro 230 kW for Sale","https://www.pakwheels.com/used-cars/audi-e-tron-2022-for-sale-in-lahore-6066003","Audi e-tron 50 Quattro 230 kW 2022","50 km","96 FeroazPur road Ichra Lahore","null","null","Un-Registered","White","60.0 kWh","null","null","Automatic","","","PKR 1.85 crore"
"1648913469-341","https://www.pakwheels.com/used-cars/search/-/","Hyundai Tucson  2022 FWD A/T GLS Sport for Sale","https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-sialkot-6065965","Hyundai Tucson FWD A/T GLS Sport 2022","1 km","null","null","Petrol","Un-Registered","White","2000 cc","null","null","Automatic","3","https://www.pakwheels.com/used-cars/search/-/?page=3","PKR 65.5 lacs"
"1648913784-407","https://www.pakwheels.com/used-cars/search/-/","Honda City  2016 Aspire 1.3 i-VTEC for Sale","https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-islamabad-6065950","Honda City Aspire 1.3 i-VTEC 2016","90,000 km","G/11 Markaz Near Punjab Bank Islamabad","null","Petrol","Islamabad","White","1300 cc","null","null","null","","","PKR 22.95 lacs"
"1648913402-328","https://www.pakwheels.com/used-cars/search/-/","Changan Alsvin  2022 1.5L DCT Lumiere for Sale","https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-multan-6042173","Changan Alsvin 1.5L DCT Lumiere 2022","5 km","null","null","Petrol","Un-Registered","Silver","1500 cc","null","null","Automatic","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 30 lacs"
"1648913312-309","https://www.pakwheels.com/used-cars/search/-/","Suzuki Mehran  2016 VX Euro II for Sale","https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-faisalabad-5702737","Suzuki Mehran VX Euro II 2016","74,000 km","null","null","Petrol","Punjab","Grey","800 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 8.5 lacs"
"1648913220-291","https://www.pakwheels.com/used-cars/search/-/","Toyota Hilux  2006 D-4D Automatic for Sale","https://www.pakwheels.com/used-cars/toyota-hilux-2006-for-sale-in-lahore-6041218","Toyota Hilux D-4D Automatic 2006","118,000 km","827-C Faisal Town Molana Shaukat Ali Road","null","null","Karachi","Black","3000 cc","Imported","null","Automatic","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 34.8 lacs"
"1648913685-386","https://www.pakwheels.com/used-cars/search/-/","Suzuki Wagon R  2016 VXL for Sale","https://www.pakwheels.com/used-cars/suzuki-wagon-r-2016-for-sale-in-lahore-3136172","Suzuki Wagon R VXL 2016","890,000 km","null","null","Petrol","Lahore","Silver","1000 cc","null","null","null","","","PKR 15.5 lacs"
"1648913259-298","https://www.pakwheels.com/used-cars/search/-/","Suzuki Wagon R  2015 VXR for Sale","https://www.pakwheels.com/used-cars/suzuki-wagon-r-2015-for-sale-in-jhelum-6065922","Suzuki Wagon R VXR 2015","129,000 km","null","null","Petrol","Islamabad","White","1000 cc","null","null","null","4","https://www.pakwheels.com/used-cars/search/-/?page=4","PKR 15.25 lacs"
"1648913115-269","https://www.pakwheels.com/used-cars/search/-/","Suzuki Alto  2012 VXR (CNG) for Sale","https://www.pakwheels.com/used-cars/suzuki-alto-2012-for-sale-in-okara-6065908","Suzuki Alto VXR (CNG) 2012","55,000 km","null","null","Petrol","Lahore","Green","1000 cc","null","null","null","5","https://www.pakwheels.com/used-cars/search/-/?page=5","PKR 11.85 lacs"
"1648913647-378","https://www.pakwheels.com/used-cars/search/-/","Toyota Surf  2003 SSR-G 3.4 for Sale","https://www.pakwheels.com/used-cars/toyota-surf-2003-for-sale-in-rawalpindi-5870507","Toyota Surf SSR-G 3.4 2003","162,000 km","6th road near Nawaz Sharif park","null","Petrol","Lahore","White","3400 cc","Imported","null","Automatic","2","https://www.pakwheels.com/used-cars/search/-/?page=2","PKR 69.5 lacs"
